question_id,option_id,option_label,weighted_share,weighted_percent,weighted_n,unweighted_n,is_missing,source_url
2025-097_a_1,1,Loyalty,0.6379276511904999,63.79,637.9276511904883,637,false,https://reports.verasight.io/reports/asa-2025#which-moral-value-is-more-important-to-you
2025-097_a_1,2,Equality,0.3620723488095001,36.21,362.0723488094935,363,false,https://reports.verasight.io/reports/asa-2025#which-moral-value-is-more-important-to-you
2025-097_a_10,1,Strongly Agree,0.05126401220373465,5.13,51.26401220373372,50,false,https://reports.verasight.io/reports/asa-2025#please-indicate-the-extent-to-which-you-agree-or-disagree-with-the-following-statement-media-portrayals-of-my-race-ethnicity-reflect-the-diversity-and-complexity-of-my-experiences
2025-097_a_10,2,Agree,0.2047498749441038,20.47,204.74987494410007,203,false,https://reports.verasight.io/reports/asa-2025#please-indicate-the-extent-to-which-you-agree-or-disagree-with-the-following-statement-media-portrayals-of-my-race-ethnicity-reflect-the-diversity-and-complexity-of-my-experiences
2025-097_a_10,3,Neither Agree nor Disagree,0.47182173816989087,47.18,471.8217381698823,469,false,https://reports.verasight.io/reports/asa-2025#please-indicate-the-extent-to-which-you-agree-or-disagree-with-the-following-statement-media-portrayals-of-my-race-ethnicity-reflect-the-diversity-and-complexity-of-my-experiences
2025-097_a_10,4,Disagree,0.17111328763054443,17.11,171.11328763054132,175,false,https://reports.verasight.io/reports/asa-2025#please-indicate-the-extent-to-which-you-agree-or-disagree-with-the-following-statement-media-portrayals-of-my-race-ethnicity-reflect-the-diversity-and-complexity-of-my-experiences
2025-097_a_10,5,Strongly Disagree,0.10105108705172626,10.11,101.05108705172442,103,false,https://reports.verasight.io/reports/asa-2025#please-indicate-the-extent-to-which-you-agree-or-disagree-with-the-following-statement-media-portrayals-of-my-race-ethnicity-reflect-the-diversity-and-complexity-of-my-experiences
2025-097_a_11,1,Extremely liberal,0.09880422023395057,9.88,98.80422023394877,98,false,https://reports.verasight.io/reports/asa-2025#where-would-you-place-yourself-on-the-scale-of-political-views
2025-097_a_11,2,Liberal,0.16674024418351038,16.67,166.74024418350734,168,false,https://reports.verasight.io/reports/asa-2025#where-would-you-place-yourself-on-the-scale-of-political-views
2025-097_a_11,3,Slightly liberal,0.0924195404455607,9.24,92.41954044555901,92,false,https://reports.verasight.io/reports/asa-2025#where-would-you-place-yourself-on-the-scale-of-political-views
